"","LibID","Library","SECTION","MONTH","YEAR","BibsAdded","ItemsAdded","CATEGORY","SUBCATEGORY"
"507","DG","Downers Grove Public Library","yn","February",2011,,69,"YOUNG ADULT","YOUNG ADULT NEW"
"508","DO","Dolton Public Library District","total","February",2011,21,245,"TOTAL","TOTAL"
"509","DO","Dolton Public Library District","pl","February",2011,,2,"ADULT","ADULT LOVE STORY"
"510","DO","Dolton Public Library District","an","February",2011,,3,"ADULT","ADULT NEW"
"511","DO","Dolton Public Library District","f","February",2011,,34,"FICTION","FICTION"
"512","DO","Dolton Public Library District","j","February",2011,12,71,"JUVENILE","JUVENILE"
"513","EP","Elmwood Park Public Library","t","February",2011,,2,"LARGE TYPE","LARGE TYPE"
"514","EP","Elmwood Park Public Library","jb","February",2011,,32,"JUVENILE","JUV BIOGRAPHY"
"515","EP","Elmwood Park Public Library","b","February",2011,,3,"ADULT","ADULT BIOGRAPHY"
"516","EP","Elmwood Park Public Library","jv","February",2011,,4,"JUVENILE","JUVENILE VIDEO"
"517","EP","Elmwood Park Public Library","j","February",2011,95,562,"JUVENILE","JUVENILE"
"518","EP","Elmwood Park Public Library","yv","February",2011,,27,"YOUNG ADULT","YOUNG ADULT VIDEO"
"519","EP","Elmwood Park Public Library","r","February",2011,,36,"RESERVE","RESERVE"
"520","EP","Elmwood Park Public Library","js","February",2011,,4,"PARENT TEACHER","PARENT TEACHER"
"521","EP","Elmwood Park Public Library","v","February",2011,,54,"ADULT","AUDIO VISUAL"
"522","EP","Elmwood Park Public Library","m","February",2011,,139,"PERIODICALS","PERIODICALS"
"523","EP","Elmwood Park Public Library","je","February",2011,,12,"JUVENILE","JUV PICTURE BOOKS"
"524","EP","Elmwood Park Public Library","l","February",2011,,2,"FOREIGN LANGUAGE","FOREIGN LANGUAGE"
"525","EP","Elmwood Park Public Library","jr","February",2011,,2,"JUVENILE","JUV RESERVE"
"526","EP","Elmwood Park Public Library","y","February",2011,,122,"YOUNG ADULT","YOUNG ADULT"
"527","EP","Elmwood Park Public Library","total","February",2011,31,121,"TOTAL","TOTAL"
"528","EP","Elmwood Park Public Library","jm","February",2011,,31,"JUVENILE","JUV PERIODICALS"
"529","ES","Eisenhower Public Library District","j","February",2011,38,215,"JUVENILE","JUVENILE"
"530","ES","Eisenhower Public Library District","an","February",2011,,285,"ADULT","ADULT NEW"
"531","ES","Eisenhower Public Library District","total","February",2011,128,533,"TOTAL","TOTAL"
"532","ES","Eisenhower Public Library District","jn","February",2011,,162,"JUVENILE","JUVENILE NEW"
"533","EV","Evergreen Park Public Library","an","February",2011,,235,"ADULT","ADULT NEW"
"534","EV","Evergreen Park Public Library","total","February",2011,33,204,"TOTAL","TOTAL"
"535","EV","Evergreen Park Public Library","jn","February",2011,,289,"JUVENILE","JUVENILE NEW"
"536","EV","Evergreen Park Public Library","j","February",2011,58,83,"JUVENILE","JUVENILE"
"537","FM","Flossmoor Public Library","total","February",2011,27,360,"TOTAL","TOTAL"
"538","FM","Flossmoor Public Library","j","February",2011,10,279,"JUVENILE","JUVENILE"
"539","FM","Flossmoor Public Library","an","February",2011,,182,"ADULT","ADULT NEW"
"540","FP","Forest Park Public Library","total","February",2011,76,149,"TOTAL","TOTAL"
"541","FP","Forest Park Public Library","a","February",2011,,497,"ADULT","ADULT"
"542","FP","Forest Park Public Library","j","February",2011,25,54,"JUVENILE","JUVENILE"
"543","FP","Forest Park Public Library","j","February",2011,25,194,"JUVENILE","JUVENILE"
"544","FP","Franklin Park Public Library District","total","February",2011,76,149,"TOTAL","TOTAL"
"545","FP","Franklin Park Public Library District","a","February",2011,,497,"ADULT","ADULT"
"546","FP","Franklin Park Public Library District","j","February",2011,25,54,"JUVENILE","JUVENILE"
"547","FP","Franklin Park Public Library District","j","February",2011,25,194,"JUVENILE","JUVENILE"
"548","FR","Frankfort Public Library District","a","February",2011,,365,"ADULT","ADULT"
"549","FR","Frankfort Public Library District","total","February",2011,41,152,"TOTAL","TOTAL"
"550","FR","Frankfort Public Library District","il","February",2011,,19,"ILL RECEIVED","ILL RECEIVED"
"551","FR","Frankfort Public Library District","j","February",2011,22,57,"JUVENILE","JUVENILE"
"552","FR","Frankfort Public Library District","j","February",2011,22,109,"JUVENILE","JUVENILE"
"553","GA","Glenwood-Lynwood Public Library District -- Bookmobile","j","February",2011,,1,"JUVENILE","JUVENILE"
"554","GA","Glenwood-Lynwood Public Library District -- Bookmobile","total","February",2011,,8,"TOTAL","TOTAL"
"555","GP","Grande Prairie Public Library District","total","February",2011,30,361,"TOTAL","TOTAL"
"556","GP","Grande Prairie Public Library District","il","February",2011,,9,"ILL RECEIVED","ILL RECEIVED"
"557","GP","Grande Prairie Public Library District","y","February",2011,,30,"YOUNG ADULT","YOUNG ADULT"
"558","GP","Grande Prairie Public Library District","j","February",2011,5,137,"JUVENILE","JUVENILE"
"559","GW","Glenwood-Lynwood Public Library District","j","February",2011,13,15,"JUVENILE","JUVENILE"
"560","GW","Glenwood-Lynwood Public Library District","y","February",2011,,33,"YOUNG ADULT","YOUNG ADULT"
"561","GW","Glenwood-Lynwood Public Library District","il","February",2011,,7,"ILL RECEIVED","ILL RECEIVED"
"562","GW","Glenwood-Lynwood Public Library District","m","February",2011,,101,"PERIODICALS","PERIODICALS"
"563","GW","Glenwood-Lynwood Public Library District","j","February",2011,13,100,"JUVENILE","JUVENILE"
"564","GW","Glenwood-Lynwood Public Library District","y","February",2011,,7,"YOUNG ADULT","YOUNG ADULT"
"565","GW","Glenwood-Lynwood Public Library District","a","February",2011,,93,"ADULT","ADULT"
"566","GW","Glenwood-Lynwood Public Library District","v","February",2011,,42,"ADULT","AUDIO VISUAL"
"567","GW","Glenwood-Lynwood Public Library District","r","February",2011,,2,"RESERVE","RESERVE"
"568","GW","Glenwood-Lynwood Public Library District","total","February",2011,50,135,"TOTAL","TOTAL"
"569","HA","Harvey Public Library District","j","February",2011,2,335,"JUVENILE","JUVENILE"
"570","HA","Harvey Public Library District","an","February",2011,,1,"ADULT","ADULT NEW"
"571","HA","Harvey Public Library District","total","February",2011,25,367,"TOTAL","TOTAL"
"572","HA","Harvey Public Library District","a","February",2011,,99,"ADULT","ADULT"
"573","HD","Hinsdale Public Library","total","February",2011,168,510,"TOTAL","TOTAL"
"574","HD","Hinsdale Public Library","il","February",2011,,7,"ILL RECEIVED","ILL RECEIVED"
"575","HD","Hinsdale Public Library","y","February",2011,,59,"YOUNG ADULT","YOUNG ADULT"
"576","HD","Hinsdale Public Library","a","February",2011,,295,"ADULT","ADULT"
"577","HD","Hinsdale Public Library","j","February",2011,19,93,"JUVENILE","JUVENILE"
"578","HD","Hinsdale Public Library","j","February",2011,19,285,"JUVENILE","JUVENILE"
"579","HD","Hinsdale Public Library","y","February",2011,,85,"YOUNG ADULT","YOUNG ADULT"
"580","HK","Hodgkins Public Library District","an","February",2011,,144,"ADULT","ADULT NEW"
"581","HK","Hodgkins Public Library District","j","February",2011,7,,"JUVENILE","JUVENILE"
"582","HK","Hodgkins Public Library District","total","February",2011,8,1,"TOTAL","TOTAL"
"583","HK","Hodgkins Public Library District","jn","February",2011,,61,"JUVENILE","JUVENILE NEW"
"584","HS","Hillside Public Library","total","February",2011,29,294,"TOTAL","TOTAL"
"585","HS","Hillside Public Library","j","February",2011,16,103,"JUVENILE","JUVENILE"
"586","HS","Hillside Public Library","a","February",2011,,19,"ADULT","ADULT"
"587","HW","Homewood Public Library District","an","February",2011,,145,"ADULT","ADULT NEW"
"588","HW","Homewood Public Library District","j","February",2011,41,227,"JUVENILE","JUVENILE"
"589","HW","Homewood Public Library District","jn","February",2011,,73,"JUVENILE","JUVENILE NEW"
"590","HW","Homewood Public Library District","total","February",2011,52,511,"TOTAL","TOTAL"
"591","IN","Indian Prairie Public Library District","a","February",2011,,790,"ADULT","ADULT"
"592","IN","Indian Prairie Public Library District","total","February",2011,313,495,"TOTAL","TOTAL"
"593","IN","Indian Prairie Public Library District","jx","February",2011,,45,"JUVENILE","JUVENILE OUTREACH"
"594","IN","Indian Prairie Public Library District","y","February",2011,,17,"YOUNG ADULT","YOUNG ADULT"
"595","IN","Indian Prairie Public Library District","j","February",2011,53,588,"JUVENILE","JUVENILE"
"596","IN","Indian Prairie Public Library District","y","February",2011,,61,"YOUNG ADULT","YOUNG ADULT"
"597","IN","Indian Prairie Public Library District","j","February",2011,53,195,"JUVENILE","JUVENILE"
"598","JD","Justice Public Library District","j","February",2011,16,25,"JUVENILE","JUVENILE"
"599","JD","Justice Public Library District","total","February",2011,23,60,"TOTAL","TOTAL"
"600","JD","Justice Public Library District","a","February",2011,,85,"ADULT","ADULT"
"601","JD","Justice Public Library District","j","February",2011,16,36,"JUVENILE","JUVENILE"
"602","LG","LaGrange Public Library","an","February",2011,,340,"ADULT","ADULT NEW"
"603","LG","LaGrange Public Library","j","February",2011,28,291,"JUVENILE","JUVENILE"
"604","LG","LaGrange Public Library","total","February",2011,44,437,"TOTAL","TOTAL"
"605","LG","LaGrange Public Library","y","February",2011,,49,"YOUNG ADULT","YOUNG ADULT"
"606","LG","LaGrange Public Library","il","February",2011,,8,"ILL RECEIVED","ILL RECEIVED"
"607","LP","LaGrange Park Public Library District","j","February",2011,2,66,"JUVENILE","JUVENILE"
"608","LP","LaGrange Park Public Library District","an","February",2011,,46,"ADULT","ADULT NEW"
"609","LP","LaGrange Park Public Library District","il","February",2011,,20,"ILL RECEIVED","ILL RECEIVED"
"610","LP","LaGrange Park Public Library District","total","February",2011,10,343,"TOTAL","TOTAL"
"611","LY","Lyons Public Library","an","February",2011,,115,"ADULT","ADULT NEW"
"612","LY","Lyons Public Library","j","February",2011,57,44,"JUVENILE","JUVENILE"
"613","LY","Lyons Public Library","anv","February",2011,,44,"ADULT","ADULT NEW AUDIO VISUAL"
"614","LY","Lyons Public Library","jn","February",2011,,121,"JUVENILE","JUVENILE NEW"
"615","LY","Lyons Public Library","total","February",2011,46,158,"TOTAL","TOTAL"
"616","MA","The Morton Arboretum -- Sterling Morton Library","total","February",2011,,30,"TOTAL","TOTAL"
"617","MC","McCook Public Library District","total","February",2011,10,30,"TOTAL","TOTAL"
"618","MC","McCook Public Library District","jd","February",2011,,3,"JUVENILE","JUVENILE DISPLAY"
"619","MC","McCook Public Library District","j","February",2011,,1,"JUVENILE","JUVENILE"
"620","MC","McCook Public Library District","ad","February",2011,,76,"ADULT","ADULT DISPLAY"
"621","MC","McCook Public Library District","jn","February",2011,,10,"JUVENILE","JUVENILE NEW"
"622","MC","McCook Public Library District","an","February",2011,,88,"ADULT","ADULT NEW"
"623","MD","Midlothian Public Library","y","February",2011,,21,"YOUNG ADULT","YOUNG ADULT"
"624","MD","Midlothian Public Library","il","February",2011,,12,"ILL RECEIVED","ILL RECEIVED"
"625","MD","Midlothian Public Library","j","February",2011,36,5,"JUVENILE","JUVENILE"
"626","MD","Midlothian Public Library","y","February",2011,,30,"YOUNG ADULT","YOUNG ADULT"
"627","MD","Midlothian Public Library","a","February",2011,,164,"ADULT","ADULT"
"628","MD","Midlothian Public Library","total","February",2011,35,193,"TOTAL","TOTAL"
"629","MD","Midlothian Public Library","j","February",2011,36,120,"JUVENILE","JUVENILE"
"630","MK","Markham Public Library -- Bradford Anderson Oglesby Library","a","February",2011,,19,"ADULT","ADULT"
"631","MK","Markham Public Library -- Bradford Anderson Oglesby Library","total","February",2011,5,18,"TOTAL","TOTAL"
"632","MK","Markham Public Library -- Bradford Anderson Oglesby Library","j","February",2011,,41,"JUVENILE","JUVENILE"
"633","MP","Melrose Park Public Library","j","February",2011,5,65,"JUVENILE","JUVENILE"
"634","MP","Melrose Park Public Library","j","February",2011,5,83,"JUVENILE","JUVENILE"
"635","MP","Melrose Park Public Library","l","February",2011,,1,"FOREIGN LANGUAGE","FOREIGN LANGUAGE"
"636","MP","Melrose Park Public Library","total","February",2011,10,62,"TOTAL","TOTAL"
"637","MP","Melrose Park Public Library","jl","February",2011,,2,"JUVENILE","JUV FOREIGN LANG"
"638","MP","Melrose Park Public Library","a","February",2011,,70,"ADULT","ADULT"
"639","MP","Melrose Park Public Library","y","February",2011,,31,"YOUNG ADULT","YOUNG ADULT"
"640","MT","Matteson Area Public Library District","j","February",2011,71,445,"JUVENILE","JUVENILE"
"641","MT","Matteson Area Public Library District","an","February",2011,,306,"ADULT","ADULT NEW"
"642","MT","Matteson Area Public Library District","ye","February",2011,,10,"YOUNG ADULT","YOUNG ADULT LIFE"
"643","MT","Matteson Area Public Library District","total","February",2011,84,454,"TOTAL","TOTAL"
"644","MW","Maywood Public Library District","an","February",2011,,113,"ADULT","ADULT NEW"
"645","MW","Maywood Public Library District","j","February",2011,,5,"JUVENILE","JUVENILE"
"646","MW","Maywood Public Library District","total","February",2011,8,103,"TOTAL","TOTAL"
"647","NL","Northlake Public Library District","j","February",2011,34,86,"JUVENILE","JUVENILE"
"648","NL","Northlake Public Library District","an","February",2011,,377,"ADULT","ADULT NEW"
"649","NL","Northlake Public Library District","total","February",2011,70,45,"TOTAL","TOTAL"
"650","NL","Northlake Public Library District","jn","February",2011,,62,"JUVENILE","JUVENILE NEW"
"651","NR","North Riverside Public Library District","y","February",2011,,23,"YOUNG ADULT","YOUNG ADULT"
"652","NR","North Riverside Public Library District","a","February",2011,,94,"ADULT","ADULT"
"653","NR","North Riverside Public Library District","total","February",2011,3,93,"TOTAL","TOTAL"
"654","NR","North Riverside Public Library District","j","February",2011,,58,"JUVENILE","JUVENILE"
"655","NR","North Riverside Public Library District","j","February",2011,,18,"JUVENILE","JUVENILE"
"656","OE","Oak Park Public Library -- Dole Branch Library","s","February",2011,,1,"BROWSING","BROWSING"
"657","OE","Oak Park Public Library -- Dole Branch Library","jv","February",2011,,5,"JUVENILE","JUVENILE VIDEO"
"658","OE","Oak Park Public Library -- Dole Branch Library","v","February",2011,,38,"ADULT","AUDIO VISUAL"
"659","OE","Oak Park Public Library -- Dole Branch Library","m","February",2011,,40,"PERIODICALS","PERIODICALS"
"660","OE","Oak Park Public Library -- Dole Branch Library","total","February",2011,31,18,"TOTAL","TOTAL"
"661","OE","Oak Park Public Library -- Dole Branch Library","j","February",2011,1,28,"JUVENILE","JUVENILE"
"662","OE","Oak Park Public Library -- Dole Branch Library","jm","February",2011,,4,"JUVENILE","JUV PERIODICALS"
"663","OE","Oak Park Public Library -- Dole Branch Library","ym","February",2011,,2,"YOUNG ADULT","YOUNG ADULT PERIODICALS"
"664","OE","Oak Park Public Library -- Dole Branch Library","y","February",2011,,1,"YOUNG ADULT","YOUNG ADULT"
"665","OE","Oak Park Public Library -- Dole Branch Library","total","February",2011,31,64,"TOTAL","TOTAL"
"666","OL","Oak Lawn Public Library","total","February",2011,353,578,"TOTAL","TOTAL"
"667","OL","Oak Lawn Public Library","an","February",2011,,16,"ADULT","ADULT NEW"
"668","OL","Oak Lawn Public Library","r","February",2011,,12,"RESERVE","RESERVE"
"669","OL","Oak Lawn Public Library","h","February",2011,,1,"UNKNOWN","UNKNOWN"
"670","OL","Oak Lawn Public Library","y","February",2011,,135,"YOUNG ADULT","YOUNG ADULT"
"671","OL","Oak Lawn Public Library","jp","February",2011,,56,"JUVENILE","JUV PAPERBACKS"
"672","OL","Oak Lawn Public Library","jv","February",2011,,23,"JUVENILE","JUVENILE VIDEO"
"673","OL","Oak Lawn Public Library","jf","February",2011,,13,"JUVENILE","JUV FICTION"
"674","OL","Oak Lawn Public Library","j","February",2011,59,249,"JUVENILE","JUVENILE"
"675","OL","Oak Lawn Public Library","f","February",2011,,257,"FICTION","FICTION"
"676","OL","Oak Lawn Public Library","t","February",2011,,44,"LARGE TYPE","LARGE TYPE"
"677","OL","Oak Lawn Public Library","rj","February",2011,,3,"CAREER","CAREER"
"678","OL","Oak Lawn Public Library","rd","February",2011,,28,"UNKNOWN","UNKNOWN"
"679","OL","Oak Lawn Public Library","b","February",2011,,3,"ADULT","ADULT BIOGRAPHY"
"680","OL","Oak Lawn Public Library","jr","February",2011,,2,"JUVENILE","JUV RESERVE"
"681","OL","Oak Lawn Public Library","v","February",2011,,208,"ADULT","AUDIO VISUAL"
"682","OL","Oak Lawn Public Library","p","February",2011,,43,"ADULT","ADULT PAPERBACK"
"683","OP","Oak Park Public Library -- Main Library","s","February",2011,,211,"BROWSING","BROWSING"
"684","OP","Oak Park Public Library -- Main Library","r","February",2011,,17,"RESERVE","RESERVE"
"685","OP","Oak Park Public Library -- Main Library","il","February",2011,,66,"ILL RECEIVED","ILL RECEIVED"
"686","OP","Oak Park Public Library -- Main Library","j","February",2011,10,189,"JUVENILE","JUVENILE"
"687","OP","Oak Park Public Library -- Main Library","e","February",2011,,2,"ERROR","ERROR"
"688","OP","Oak Park Public Library -- Main Library","ym","February",2011,,13,"YOUNG ADULT","YOUNG ADULT PERIODICALS"
"689","OP","Oak Park Public Library -- Main Library","total","February",2011,644,1491,"TOTAL","TOTAL"
"690","OP","Oak Park Public Library -- Main Library","jv","February",2011,,184,"JUVENILE","JUVENILE VIDEO"
"691","OP","Oak Park Public Library -- Main Library","jm","February",2011,,37,"JUVENILE","JUV PERIODICALS"
"692","OP","Oak Park Public Library -- Main Library","ys","February",2011,,35,"YOUNG ADULT","YOUNG ADULT BROWSING"
"693","OP","Oak Park Public Library -- Main Library","v","February",2011,,267,"ADULT","AUDIO VISUAL"
"694","OP","Oak Park Public Library -- Main Library","m","February",2011,,335,"PERIODICALS","PERIODICALS"
"695","OP","Oak Park Public Library -- Main Library","y","February",2011,,30,"YOUNG ADULT","YOUNG ADULT"
"696","OZ","Oak Park Public Library -- Maze Branch Library","m","February",2011,,61,"PERIODICALS","PERIODICALS"
"697","OZ","Oak Park Public Library -- Maze Branch Library","y","February",2011,,6,"YOUNG ADULT","YOUNG ADULT"
"698","OZ","Oak Park Public Library -- Maze Branch Library","ym","February",2011,,4,"YOUNG ADULT","YOUNG ADULT PERIODICALS"
"699","OZ","Oak Park Public Library -- Maze Branch Library","s","February",2011,,2,"BROWSING","BROWSING"
"700","OZ","Oak Park Public Library -- Maze Branch Library","total","February",2011,72,93,"TOTAL","TOTAL"
"701","OZ","Oak Park Public Library -- Maze Branch Library","total","February",2011,72,22,"TOTAL","TOTAL"
"702","OZ","Oak Park Public Library -- Maze Branch Library","jv","February",2011,,9,"JUVENILE","JUVENILE VIDEO"
"703","OZ","Oak Park Public Library -- Maze Branch Library","jm","February",2011,,2,"JUVENILE","JUV PERIODICALS"
"704","OZ","Oak Park Public Library -- Maze Branch Library","v","February",2011,,43,"ADULT","AUDIO VISUAL"
"705","OZ","Oak Park Public Library -- Maze Branch Library","j","February",2011,3,69,"JUVENILE","JUVENILE"
"706","PC","Prairie State College -- Library","f","February",2011,,19,"FICTION","FICTION"
"707","PC","Prairie State College -- Library","j","February",2011,,14,"JUVENILE","JUVENILE"
"708","PC","Prairie State College -- Library","r","February",2011,,9,"RESERVE","RESERVE"
"709","PC","Prairie State College -- Library","il","February",2011,,11,"ILL RECEIVED","ILL RECEIVED"
"710","PC","Prairie State College -- Library","c","February",2011,,2,"CAREER","CAREER"
"711","PC","Prairie State College -- Library","m","February",2011,,89,"PERIODICALS","PERIODICALS"
"712","PC","Prairie State College -- Library","x","February",2011,,16,"OUTREACH","OUTREACH"
"713","PC","Prairie State College -- Library","total","February",2011,29,59,"TOTAL","TOTAL"
"714","PF","Park Forest Public Library","j","February",2011,64,116,"JUVENILE","JUVENILE"
"715","PF","Park Forest Public Library","total","February",2011,108,297,"TOTAL","TOTAL"
"716","PF","Park Forest Public Library","jn","February",2011,,148,"JUVENILE","JUVENILE NEW"
"717","PF","Park Forest Public Library","an","February",2011,,469,"ADULT","ADULT NEW"
"718","PH","Palos Heights Public Library","j","February",2011,31,363,"JUVENILE","JUVENILE"
"719","PH","Palos Heights Public Library","total","February",2011,11,445,"TOTAL","TOTAL"
"720","PP","Palos Park Public Library","il","February",2011,,4,"ILL RECEIVED","ILL RECEIVED"
"721","PP","Palos Park Public Library","jn","February",2011,,13,"JUVENILE","JUVENILE NEW"
"722","PP","Palos Park Public Library","total","February",2011,1,127,"TOTAL","TOTAL"
"723","PP","Palos Park Public Library","an","February",2011,,115,"ADULT","ADULT NEW"
"724","PP","Palos Park Public Library","j","February",2011,1,16,"JUVENILE","JUVENILE"
"725","PS","University Park Public Library District","total","February",2011,1,52,"TOTAL","TOTAL"
"726","PS","University Park Public Library District","jn","February",2011,,16,"JUVENILE","JUVENILE NEW"
"727","PS","University Park Public Library District","an","February",2011,,63,"ADULT","ADULT NEW"
"728","PS","University Park Public Library District","j","February",2011,,6,"JUVENILE","JUVENILE"
"729","PT","Prairie Trails Public Library District","y","February",2011,,1,"YOUNG ADULT","YOUNG ADULT"
"730","PT","Prairie Trails Public Library District","y","February",2011,,13,"YOUNG ADULT","YOUNG ADULT"
"731","PT","Prairie Trails Public Library District","j","February",2011,10,16,"JUVENILE","JUVENILE"
"732","PT","Prairie Trails Public Library District","total","February",2011,27,113,"TOTAL","TOTAL"
"733","PT","Prairie Trails Public Library District","a","February",2011,,145,"ADULT","ADULT"
"734","PT","Prairie Trails Public Library District","j","February",2011,10,23,"JUVENILE","JUVENILE"
"735","RD","Riverdale Public Library District","j","February",2011,,5,"JUVENILE","JUVENILE"
"736","RD","Riverdale Public Library District","an","February",2011,,32,"ADULT","ADULT NEW"
"737","RD","Riverdale Public Library District","total","February",2011,11,136,"TOTAL","TOTAL"
"738","RD","Riverdale Public Library District","il","February",2011,,2,"ILL RECEIVED","ILL RECEIVED"
"739","RF","River Forest Public Library","total","February",2011,71,233,"TOTAL","TOTAL"
"740","RF","River Forest Public Library","jn","February",2011,,45,"JUVENILE","JUVENILE NEW"
"741","RF","River Forest Public Library","j","February",2011,19,79,"JUVENILE","JUVENILE"
"742","RF","River Forest Public Library","j","February",2011,19,93,"JUVENILE","JUVENILE"
"743","RF","River Forest Public Library","a","February",2011,,166,"ADULT","ADULT"
"744","RG","River Grove Public Library District","total","February",2011,54,110,"TOTAL","TOTAL"
"745","RG","River Grove Public Library District","jn","February",2011,,38,"JUVENILE","JUVENILE NEW"
"746","RG","River Grove Public Library District","j","February",2011,7,2,"JUVENILE","JUVENILE"
"747","RG","River Grove Public Library District","an","February",2011,,215,"ADULT","ADULT NEW"
"748","RP","Richton Park Public Library District","j","February",2011,43,231,"JUVENILE","JUVENILE"
"749","RP","Richton Park Public Library District","jd","February",2011,,7,"JUVENILE","JUVENILE DISPLAY"
"750","RP","Richton Park Public Library District","an","February",2011,,12,"ADULT","ADULT NEW"
"751","RP","Richton Park Public Library District","total","February",2011,78,411,"TOTAL","TOTAL"
"752","RS","Riverside Public Library","j","February",2011,22,29,"JUVENILE","JUVENILE"
"753","RS","Riverside Public Library","jn","February",2011,,145,"JUVENILE","JUVENILE NEW"
"754","RS","Riverside Public Library","total","February",2011,37,169,"TOTAL","TOTAL"
"755","RS","Riverside Public Library","an","February",2011,,90,"ADULT","ADULT NEW"
"756","RS","Riverside Public Library","v","February",2011,,4,"ADULT","AUDIO VISUAL"
"757","RS","Riverside Public Library","ad","February",2011,,9,"ADULT","ADULT DISPLAY"
"758","RS","Riverside Public Library","anv","February",2011,,8,"ADULT","ADULT NEW AUDIO VISUAL"
"759","RS","Riverside Public Library","jv","February",2011,,3,"JUVENILE","JUVENILE VIDEO"
"760","RS","Riverside Public Library","il","February",2011,,13,"ILL RECEIVED","ILL RECEIVED"
"761","RS","Riverside Public Library","jnv","February",2011,,6,"JUVENILE","JUVENILE NEW AUDIO VISUAL"
"762","SA","Summit Public Library District","total","February",2011,3,8,"TOTAL","TOTAL"
"763","SA","Summit Public Library District","an","February",2011,,58,"ADULT","ADULT NEW"
"764","SA","Summit Public Library District","j","February",2011,1,43,"JUVENILE","JUVENILE"
"765","SF","Stickney-Forest View Public Library District","jn","February",2011,,71,"JUVENILE","JUVENILE NEW"
"766","SF","Stickney-Forest View Public Library District","j","February",2011,13,60,"JUVENILE","JUVENILE"
"767","SF","Stickney-Forest View Public Library District","an","February",2011,,62,"ADULT","ADULT NEW"
"768","SF","Stickney-Forest View Public Library District","total","February",2011,25,244,"TOTAL","TOTAL"
"769","SH","South Holland Public Library","an","February",2011,,198,"ADULT","ADULT NEW"
"770","SH","South Holland Public Library","j","February",2011,3,73,"JUVENILE","JUVENILE"
"771","SH","South Holland Public Library","total","February",2011,18,169,"TOTAL","TOTAL"
"772","SP","Schiller Park Public Library","j","February",2011,13,1,"JUVENILE","JUVENILE"
"773","SP","Schiller Park Public Library","an","February",2011,,97,"ADULT","ADULT NEW"
"774","SP","Schiller Park Public Library","total","February",2011,14,157,"TOTAL","TOTAL"
"775","SP","Schiller Park Public Library","jn","February",2011,,176,"JUVENILE","JUVENILE NEW"
"776","ST","Steger-South Chicago Heights Public Library District","total","February",2011,12,56,"TOTAL","TOTAL"
"777","ST","Steger-South Chicago Heights Public Library District","j","February",2011,32,138,"JUVENILE","JUVENILE"
"778","ST","Steger-South Chicago Heights Public Library District","a","February",2011,,50,"ADULT","ADULT"
"779","ST","Steger-South Chicago Heights Public Library District","j","February",2011,32,23,"JUVENILE","JUVENILE"
"780","SV","Nancy L. McConathy Public Library District","j","February",2011,7,40,"JUVENILE","JUVENILE"
"781","SV","Nancy L. McConathy Public Library District","total","February",2011,4,71,"TOTAL","TOTAL"
"782","TB","Tinley Park Public Library -- Bookmobile","j","February",2011,,143,"JUVENILE","JUVENILE"
"783","TB","Tinley Park Public Library -- Bookmobile","total","February",2011,66,156,"TOTAL","TOTAL"
"784","TF","Thomas Ford Memorial Library","j","February",2011,12,282,"JUVENILE","JUVENILE"
"785","TF","Thomas Ford Memorial Library","total","February",2011,9,314,"TOTAL","TOTAL"
"786","TF","Thomas Ford Memorial Library","an","February",2011,,104,"ADULT","ADULT NEW"
"787","TH","Thornton Public Library","j","February",2011,8,5,"JUVENILE","JUVENILE"
"788","TH","Thornton Public Library","a","February",2011,,27,"ADULT","ADULT"
"789","TH","Thornton Public Library","total","February",2011,9,18,"TOTAL","TOTAL"
"790","TH","Thornton Public Library","j","February",2011,8,12,"JUVENILE","JUVENILE"
"791","TP","Tinley Park Public Library","j","February",2011,104,436,"JUVENILE","JUVENILE"
"792","TP","Tinley Park Public Library","jd","February",2011,,4,"JUVENILE","JUVENILE DISPLAY"
"793","TP","Tinley Park Public Library","total","February",2011,155,465,"TOTAL","TOTAL"
"794","TP","Tinley Park Public Library","a","February",2011,,272,"ADULT","ADULT"
"795","TP","Tinley Park Public Library","jn","February",2011,,6,"JUVENILE","JUVENILE NEW"
"796","TP","Tinley Park Public Library","j","February",2011,104,78,"JUVENILE","JUVENILE"
"797","TP","Tinley Park Public Library","il","February",2011,,14,"ILL RECEIVED","ILL RECEIVED"
"798","TT","South Suburban College -- Learning Resources Center","r","February",2011,,5,"RESERVE","RESERVE"
"799","TT","South Suburban College -- Learning Resources Center","il","February",2011,,2,"ILL RECEIVED","ILL RECEIVED"
"800","WC","Westchester Public Library","jn","February",2011,,2,"JUVENILE","JUVENILE NEW"
"801","WC","Westchester Public Library","j","February",2011,,13,"JUVENILE","JUVENILE"
"802","WC","Westchester Public Library","an","February",2011,,30,"ADULT","ADULT NEW"
"803","WC","Westchester Public Library","total","February",2011,2,179,"TOTAL","TOTAL"
"804","WM","Westmont Public Library","total","February",2011,156,485,"TOTAL","TOTAL"
"805","WM","Westmont Public Library","ad","February",2011,,1,"ADULT","ADULT DISPLAY"
"806","WM","Westmont Public Library","j","February",2011,6,82,"JUVENILE","JUVENILE"
"807","WM","Westmont Public Library","an","February",2011,1,347,"ADULT","ADULT NEW"
"808","WM","Westmont Public Library","jn","February",2011,,144,"JUVENILE","JUVENILE NEW"
"809","WO","Worth Public Library District","jn","February",2011,,33,"JUVENILE","JUVENILE NEW"
